"filename", "language", "TypeScript", "comment", "blank", "total"
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\health-check\bullmq.health.ts", "TypeScript", 30, 0, 4, 34
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\health-check\health-check.module.ts", "TypeScript", 31, 0, 2, 33
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\health-check\health.controller.ts", "TypeScript", 39, 0, 3, 42
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\health-check\prisma.health.ts", "TypeScript", 25, 0, 4, 29
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\health-check\redis.health.ts", "TypeScript", 29, 0, 4, 33
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\main.ts", "TypeScript", 3, 0, 0, 3
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\outline-vpn\dto\outline.dto.ts", "TypeScript", 36, 0, 3, 39
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\outline-vpn\outline-vpn.controller.ts", "TypeScript", 25, 0, 0, 25
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\outline-vpn\outline-vpn.service.ts", "TypeScript", 166, 2, 12, 180
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\payment\dto\payment.dto.ts", "TypeScript", 0, 0, -7, -7
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\payment\payment.service.ts", "TypeScript", 79, 0, 3, 82
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\promo\dto\promo.dto.ts", "TypeScript", 26, 0, 7, 33
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\promo\promo.controller.ts", "TypeScript", 38, 0, -1, 37
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\promo\promo.service.ts", "TypeScript", 96, 0, 4, 100
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\referral\referral.service.ts", "TypeScript", 23, 0, 1, 24
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\region\dto\regionDto.ts", "TypeScript", 1, 0, -2, -1
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\region\region.controller.ts", "TypeScript", 41, 0, 0, 41
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\region\region.module.ts", "TypeScript", 2, 0, 0, 2
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\region\region.service.ts", "TypeScript", 69, 0, 0, 69
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\role\role.controller.ts", "TypeScript", 26, -4, 2, 24
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\role\role.service.ts", "TypeScript", 16, 0, 3, 19
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\statistic\dto\statisticDto.ts", "TypeScript", 4, 0, 1, 5
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\statistic\statistic.controller.ts", "TypeScript", 42, 0, 2, 44
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\statistic\statistic.module.ts", "TypeScript", 10, 0, 0, 10
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\statistic\statistic.processor.ts", "TypeScript", 17, 0, 3, 20
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\statistic\statistic.service.ts", "TypeScript", 45, 0, 7, 52
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\subscription\FindUserForWarning.processor.ts", "TypeScript", 36, 0, 4, 40
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\subscription\dto\subPlanDto.ts", "TypeScript", 6, -2, 3, 7
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\subscription\dto\subscriptionDto.ts", "TypeScript", 11, 0, 2, 13
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\subscription\endOldSubscription.processor.ts", "TypeScript", 35, 0, 4, 39
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\subscription\subscription-plan.service.ts", "TypeScript", 53, 0, 1, 54
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\subscription\subscription.controller.ts", "TypeScript", 67, 0, 2, 69
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\subscription\subscription.module.ts", "TypeScript", 21, 0, 0, 21
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\subscription\subscription.service.ts", "TypeScript", 4, 51, -2, 53
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\task\task.module.ts", "TypeScript", -10, 0, -2, -12
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\task\task.service.ts", "TypeScript", -48, 0, -5, -53
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\VPN\handleChangeRegion.ts", "TypeScript", 7, 0, 0, 7
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\VPN\handleDownloadOutline.ts", "TypeScript", 5, 0, -1, 4
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\VPN\handleGetKey.ts", "TypeScript", 6, 0, -3, 3
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\VPN\handleGetSmartTvFile.ts", "TypeScript", 39, 0, 1, 40
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\VPN\handleOutlineMobile.ts", "TypeScript", 6, 0, 1, 7
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\VPN\handleOutlinePC.ts", "TypeScript", -5, 0, 0, -5
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\VPN\handleSmartTvRegion.ts", "TypeScript", 10, 0, 1, 11
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\VPN\handleVpnMenu.ts", "TypeScript", 16, 0, 3, 19
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\handleHelp.ts", "TypeScript", -17, 0, -10, -27
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\handleStart.ts", "TypeScript", 20, 0, -6, 14
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\payment\handleConfirmPayment.ts", "TypeScript", 19, 0, 2, 21
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\payment\handleFreePay.ts", "TypeScript", 70, 0, 4, 74
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\payment\handlePayment.ts", "TypeScript", 32, -4, 4, 32
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\payment\handleTestPay.ts", "TypeScript", -75, 0, -3, -78
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\promo\handleEnterPromoCode.ts", "TypeScript", 5, 0, -1, 4
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\promo\handlePromoList.ts", "TypeScript", 18, -19, 1, 0
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\promo\handlePromotion.ts", "TypeScript", -58, 0, -6, -64
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\promo\handleSetaActive.ts", "TypeScript", 17, 4, 1, 22
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\referral\handleGetRefCode.ts", "TypeScript", -36, 42, -5, 1
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\referral\handleReferral.ts", "TypeScript", -7, 0, -6, -13
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\subscription\handleExtendSubscription.ts", "TypeScript", 28, 0, -2, 26
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\handlers\subscription\handleSubscribe.ts", "TypeScript", -19, 0, -11, -30
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\telegram-bot.module.ts", "TypeScript", 3, 0, 1, 4
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\telegram-bot.service.ts", "TypeScript", 0, -561, -2, -563
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\telegram-bot.utils.ts", "TypeScript", 12, 0, 4, 16
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\telegram-bot\text&buttons\text&buttons.ts", "TypeScript", 253, 24, 64, 341
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\token\dto\tokenDto.ts", "TypeScript", 2, 0, -1, 1
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\token\token.module.ts", "TypeScript", 8, 0, 0, 8
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\token\token.processor.ts", "TypeScript", 29, 0, 3, 32
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\token\token.service.ts", "TypeScript", 51, -8, 9, 52
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\user\dto\userDto.ts", "TypeScript", 8, 0, 0, 8
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\user\user.controller.ts", "TypeScript", 47, 0, 0, 47
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\user\user.service.ts", "TypeScript", 86, 0, 9, 95
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\utils\exceptions\validation.exception.ts", "TypeScript", 8, 0, 3, 11
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\utils\pipes\validation.pipe.ts", "TypeScript", 23, 0, 6, 29
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\vless-vpn\dto\vlessDto.ts", "TypeScript", 32, 0, 11, 43
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\vless-vpn\tests\vless-vpn.controller.spec.ts", "TypeScript", 14, 0, 5, 19
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\vless-vpn\tests\vless-vpn.service.spec.ts", "TypeScript", 14, 0, 5, 19
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\vless-vpn\vless-vpn.controller.ts", "TypeScript", 63, 0, 7, 70
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\vless-vpn\vless-vpn.module.ts", "TypeScript", 10, 0, 2, 12
"c:\Users\johnn\WebstormProjects\slivki-vpn_api\src\vless-vpn\vless-vpn.service.ts", "TypeScript", 120, 0, 12, 132
"Total", "-", 2321, -475, 180, 2026
